"","site.x","night_date.x","samp.occ","uid","EPTFUS","LASBOR","LASCIN","LASNOC","MYOLEI","MYOLUC","MYOSEP","MYOSOD","NYCHUM","PERSUB","NOID","NOISE","EPTFUS.P","LASBOR.P","LASCIN.P","LASNOC.P","MYOLEI.P","MYOLUC.P","MYOSEP.P","MYOSOD.P","NYCHUM.P","PERSUB.P","version","subversion"
"2540","GETT17",2019-04-02,20,"GETT17 2019-04-02",0,0,2,0,0,0,0,0,0,0,0,24,1,1,0.0038346,1,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2541","GETT17",2019-04-03,21,"GETT17 2019-04-03",1,0,0,1,0,0,0,0,0,0,1,15,0.3902054,1,1,0.3962389,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2542","GETT17",2019-04-04,22,"GETT17 2019-04-04",0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,1,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2543","GETT17",2019-04-05,23,"GETT17 2019-04-05",1,0,0,0,0,0,0,0,0,0,4,5,0.1232995,1,1,1,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2544","GETT17",2019-04-06,24,"GETT17 2019-04-06",0,0,5,7,0,0,0,0,0,0,6,28,1,1,0.0009033,0.0117095,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2545","GETT17",2019-04-07,25,"GETT17 2019-04-07",2,0,0,0,0,0,0,0,0,0,3,44,0.0152028,1,1,1,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2546","GETT17",2019-04-08,26,"GETT17 2019-04-08",8,0,2,1,0,0,0,0,0,0,2,24,8e-07,1,0.1761781,1,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2547","GETT17",2019-04-09,27,"GETT17 2019-04-09",8,0,0,2,0,0,0,0,0,0,6,83,2.5e-06,1,1,0.7194287,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2548","GETT17",2019-04-10,28,"GETT17 2019-04-10",0,0,11,0,0,1,0,0,0,0,0,9,1,1,0,1,1,0.1033965,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2549","GETT17",2019-04-11,29,"GETT17 2019-04-11",1,0,4,1,0,0,0,0,0,0,13,8,0.6767817,1,0.0001354,0.9996867,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2550","GETT17",2019-04-12,30,"GETT17 2019-04-12",0,0,0,0,0,0,0,0,0,0,0,0,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2551","GETT17",2019-04-13,31,"GETT17 2019-04-13",17,1,2,7,0,1,0,0,0,0,1,35,0,0.1603329,0.6730466,0.086418,1,0.3636289,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2552","GETT17",2019-04-14,32,"GETT17 2019-04-14",0,0,0,0,0,0,0,0,0,0,0,0,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2553","GETT17",2019-04-15,33,"GETT17 2019-04-15",0,0,0,2,0,0,0,0,0,0,2,3,1,1,1,0.041299,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2554","GETT17",2019-04-16,34,"GETT17 2019-04-16",1,1,6,1,0,0,0,0,0,0,6,24,0.8106658,0.063291,6e-07,1,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2555","GETT17",2019-04-17,35,"GETT17 2019-04-17",0,0,2,0,0,0,0,0,0,0,6,34,1,1,0.0038346,1,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2556","GETT17",2019-04-18,36,"GETT17 2019-04-18",3,0,2,2,0,0,0,0,1,0,11,53,0.0486595,1,0.0916632,0.5810393,1,1,1,1,0.1909892,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2557","GETT17",2019-04-19,37,"GETT17 2019-04-19",0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2558","GETT17",2019-04-20,38,"GETT17 2019-04-20",7,0,0,0,0,0,0,0,0,0,0,8,4e-07,1,1,1,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2559","GETT17",2019-04-21,39,"GETT17 2019-04-21",7,0,0,0,0,0,0,0,0,0,2,42,4e-07,1,1,1,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2560","GETT17",2019-04-22,40,"GETT17 2019-04-22",23,0,2,6,0,0,0,0,0,0,10,89,0,1,0.7681225,0.3883113,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2561","GETT17",2019-04-23,41,"GETT17 2019-04-23",45,1,1,11,0,0,0,0,0,0,13,176,0,0.0631862,1,0.1737084,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2562","GETT17",2019-04-24,42,"GETT17 2019-04-24",24,0,3,11,0,0,0,0,0,0,24,115,0,1,0.5383696,0.0122246,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2563","GETT17",2019-04-25,43,"GETT17 2019-04-25",11,0,3,7,0,0,0,0,0,0,9,70,4.3e-06,1,0.1751652,0.0401517,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2564","GETT17",2019-04-26,44,"GETT17 2019-04-26",17,0,0,8,0,1,0,0,0,0,10,54,0,1,1,0.0205112,1,0.1076459,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2565","GETT17",2019-04-27,45,"GETT17 2019-04-27",138,2,7,22,0,1,0,0,1,0,51,424,0,0.0230933,0.9247484,0.592661,1,0.6746418,1,1,0.8668216,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2566","GETT17",2019-04-28,46,"GETT17 2019-04-28",3,0,0,0,0,0,0,0,0,0,2,8,0.0018745,1,1,1,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2567","GETT17",2019-04-29,47,"GETT17 2019-04-29",87,1,3,10,0,0,0,0,1,0,10,205,0,0.1964416,1,1,1,1,1,1,0.5934105,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2568","GETT17",2019-04-30,48,"GETT17 2019-04-30",57,2,2,4,0,0,0,0,1,1,14,135,0,0.0171594,1,1,1,1,1,1,0.8265423,0.2110096,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2569","GETT17",2019-05-01,49,"GETT17 2019-05-01",25,0,3,2,0,0,0,0,1,0,4,91,0,1,0.3386139,1,1,1,1,1,0.1909425,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2570","GETT17",2019-05-02,50,"GETT17 2019-05-02",81,0,5,7,0,0,0,0,2,0,23,213,0,1,0.7487072,1,1,1,1,1,0.0364636,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2571","GETT17",2019-05-03,51,"GETT17 2019-05-03",0,0,0,0,0,0,0,0,0,0,0,202,1,1,1,1,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2572","GETT17",2019-05-04,52,"GETT17 2019-05-04",16,0,3,3,0,0,2,0,0,0,3,310,0,1,0.1532123,0.9552545,1,1,0.0005441,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2573","GETT17",2019-05-05,53,"GETT17 2019-05-05",0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2574","GETT17",2019-05-06,54,"GETT17 2019-05-06",13,0,0,0,0,0,0,0,0,0,2,9,0,1,1,1,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2575","GETT17",2019-05-07,55,"GETT17 2019-05-07",169,0,2,3,0,0,0,1,1,1,30,219,0,1,1,1,1,1,1,0.4685616,0.2030007,0.1012029,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2576","GETT17",2019-05-08,56,"GETT17 2019-05-08",80,5,4,1,0,0,0,0,4,0,19,107,0,0.0001468,0.9786707,1,1,1,1,1,0.1914839,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2577","GETT17",2019-05-09,57,"GETT17 2019-05-09",87,4,0,0,0,5,0,1,5,1,34,153,0,0.007191,1,1,1,0.0078106,1,0.619814,0.0655056,0.5394878,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2578","GETT17",2019-05-10,58,"GETT17 2019-05-10",83,6,1,1,0,7,0,1,8,0,32,169,0,0.0006804,1,1,1,0.0011445,1,0.6977672,0.0097806,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2579","GETT17",2019-05-11,59,"GETT17 2019-05-11",4,1,0,0,0,0,0,0,0,0,0,13,0.0002311,0.0631011,1,1,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2580","GETT17",2019-05-12,60,"GETT17 2019-05-12",0,0,0,0,0,0,0,0,0,0,0,0,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2581","GETT17",2019-05-13,61,"GETT17 2019-05-13",0,0,0,0,0,0,0,0,0,0,0,0,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2582","GETT17",2019-05-14,62,"GETT17 2019-05-14",1,0,0,0,0,0,0,0,0,0,0,3,0.1232995,1,1,1,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2583","GETT17",2019-05-15,63,"GETT17 2019-05-15",37,10,0,1,0,5,0,0,5,0,34,144,0,0,1,1,1,0.1030738,1,1,0.4926275,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2584","GETT17",2019-05-16,64,"GETT17 2019-05-16",12,0,0,0,0,0,0,0,0,0,8,34,0,1,1,1,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2585","GETT17",2019-05-17,65,"GETT17 2019-05-17",47,1,0,0,0,3,0,0,5,1,18,117,0,0.6715798,1,1,1,0.0156739,1,1,0.0040454,0.3982584,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2586","GETT17",2019-05-18,66,"GETT17 2019-05-18",32,0,4,1,0,0,0,0,1,1,8,96,0,1,0.2308075,1,1,1,1,1,0.2014283,0.1014424,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2587","GETT17",2019-05-19,67,"GETT17 2019-05-19",25,0,1,0,0,0,0,0,0,0,3,84,0,1,1,1,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2588","GETT17",2019-05-20,68,"GETT17 2019-05-20",69,2,4,3,0,0,0,0,1,1,16,97,0,0.0171891,0.8731679,1,1,1,1,1,0.8261986,0.2110462,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2589","GETT17",2019-05-21,69,"GETT17 2019-05-21",6,3,0,1,0,0,0,1,5,0,11,27,2.73e-05,0.0206084,1,0.9681314,1,1,1,0.4789362,0.0221175,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2590","GETT17",2019-05-22,70,"GETT17 2019-05-22",10,1,0,4,0,5,0,1,4,4,20,64,7e-07,0.6998177,1,0.2054488,1,0.0004372,1,0.6171035,0.0175185,0.0002207,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2591","GETT17",2019-05-23,71,"GETT17 2019-05-23",99,1,4,2,0,1,0,0,4,0,21,150,0,0.5149221,1,1,1,0.4315084,1,1,0.0162189,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2592","GETT17",2019-05-24,72,"GETT17 2019-05-24",28,2,2,3,0,2,0,0,4,3,11,90,0,0.1173354,0.8032371,1,1,0.2051131,1,1,0.0518554,0.0046472,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2593","GETT17",2019-05-25,73,"GETT17 2019-05-25",26,0,7,4,0,0,0,0,1,0,5,89,0,1,0.0017029,1,1,1,1,1,0.1909783,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2594","GETT17",2019-05-26,74,"GETT17 2019-05-26",26,0,5,2,0,0,0,0,6,3,10,94,0,1,0.0379304,1,1,1,1,1,5.62e-05,0.0046323,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2595","GETT17",2019-05-27,75,"GETT17 2019-05-27",23,1,13,6,0,0,0,0,15,0,12,67,0,0.9826809,0,0.9737614,1,1,1,1,0,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2596","GETT17",2019-05-28,76,"GETT17 2019-05-28",37,1,6,0,0,0,1,0,3,0,12,102,0,0.4191143,0.0455885,1,1,1,0.0233266,1,0.0460275,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2597","GETT17",2019-05-29,77,"GETT17 2019-05-29",16,0,0,2,0,0,0,1,9,0,14,45,0,1,1,1,1,1,1,0.4685616,4e-07,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2598","GETT17",2019-05-30,78,"GETT17 2019-05-30",20,1,1,0,0,1,0,0,3,0,11,49,0,0.4361421,0.996145,1,1,0.4129183,1,1,0.0620289,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2599","GETT17",2019-05-31,79,"GETT17 2019-05-31",25,1,2,0,0,1,0,0,7,0,13,61,0,0.7085427,0.7855358,1,1,0.380154,1,1,0.0002254,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2600","GETT17",2019-06-01,80,"GETT17 2019-06-01",29,1,1,0,0,0,0,0,0,1,11,62,0,0.0634444,1,1,1,1,1,1,1,0.0924728,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2601","GETT17",2019-06-02,81,"GETT17 2019-06-02",2,0,0,0,0,0,0,0,0,0,1,13,0.0152028,1,1,1,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2602","GETT17",2019-06-03,82,"GETT17 2019-06-03",4,1,0,0,0,1,0,1,1,0,5,32,0.0002318,0.2491135,1,1,1,0.4312015,1,0.4898305,0.6424901,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2603","GETT17",2019-06-04,83,"GETT17 2019-06-04",36,2,0,0,0,2,1,0,5,3,23,75,0,0.150845,1,1,1,0.2052122,0.061148,1,0.0154345,0.0065573,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2604","GETT17",2019-06-05,84,"GETT17 2019-06-05",62,1,1,3,0,0,0,0,6,1,22,90,0,0.6646277,1,1,1,1,1,1,0.0005273,0.4362568,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2605","GETT17",2019-06-06,85,"GETT17 2019-06-06",60,1,3,0,0,0,0,0,8,0,18,117,0,0.7821305,0.9882731,1,1,1,1,1,2.18e-05,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2606","GETT17",2019-06-07,86,"GETT17 2019-06-07",31,5,0,6,0,4,0,0,2,1,18,106,0,0.0001107,1,0.6524025,1,0.0629617,1,1,0.8689881,0.4472305,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2607","GETT17",2019-06-08,87,"GETT17 2019-06-08",51,6,1,1,0,7,0,1,30,1,32,160,0,0.0447397,1,1,1,0.0007565,1,0.6977343,0,0.9993281,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2608","GETT17",2019-06-09,88,"GETT17 2019-06-09",70,5,2,5,0,2,2,0,14,2,38,199,0,0.008012,1,1,1,0.5036151,0.0012778,1,3.7e-06,0.2989023,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2609","GETT17",2019-06-10,89,"GETT17 2019-06-10",11,1,1,0,0,1,0,0,5,0,11,70,0,0.5879144,0.8436059,1,1,0.3926056,1,1,0.0040139,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2610","GETT17",2019-06-11,90,"GETT17 2019-06-11",14,4,0,0,0,2,0,0,5,0,22,116,0,0.0031347,1,1,1,0.388961,1,1,0.0666901,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2611","GETT17",2019-06-12,91,"GETT17 2019-06-12",54,1,0,1,0,0,0,0,8,0,8,68,0,0.7802444,1,1,1,1,1,1,2.24e-05,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2612","GETT17",2019-06-13,92,"GETT17 2019-06-13",0,0,0,0,0,0,0,0,0,0,0,0,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2613","GETT17",2019-06-14,93,"GETT17 2019-06-14",5,0,0,0,0,0,0,0,2,0,5,40,2.85e-05,1,1,1,1,1,1,1,0.0366855,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2614","GETT17",2019-06-15,94,"GETT17 2019-06-15",76,0,0,4,0,1,0,0,0,0,18,112,0,1,1,1,1,0.1234107,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2615","GETT17",2019-06-16,95,"GETT17 2019-06-16",79,1,3,8,0,0,0,0,8,1,17,240,0,0.7827038,1,1,1,1,1,1,2.23e-05,0.5269202,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2616","GETT17",2019-06-17,96,"GETT17 2019-06-17",48,3,0,1,0,0,0,0,16,0,12,128,0,0.2341799,1,1,1,1,1,1,0,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2617","GETT17",2019-06-18,97,"GETT17 2019-06-18",6,1,0,0,0,0,0,0,3,0,10,157,3.5e-06,0.4176098,1,1,1,1,1,1,0.046499,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2618","GETT17",2019-06-19,98,"GETT17 2019-06-19",40,0,2,3,0,0,0,0,2,0,10,83,0,1,0.9796562,1,1,1,1,1,0.0364602,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2619","GETT17",2019-06-20,99,"GETT17 2019-06-20",79,1,0,8,0,0,1,0,11,6,30,175,0,0.8996588,1,1,1,1,0.0233266,1,2e-07,2.07e-05,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2620","GETT17",2019-06-21,100,"GETT17 2019-06-21",52,5,1,5,0,4,1,0,4,3,33,226,0,0.0003911,1,1,1,0.0657288,0.103051,1,0.2674053,0.0120557,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2621","GETT17",2019-06-22,101,"GETT17 2019-06-22",86,2,1,5,0,1,0,1,4,3,30,252,0,0.0959985,1,1,1,0.6819882,1,0.4890254,0.0532857,0.0045235,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2622","GETT17",2019-06-23,102,"GETT17 2019-06-23",42,1,2,1,0,1,1,0,7,2,21,196,0,0.7061404,0.996993,1,1,0.4360896,0.0388412,1,0.0002416,0.0809709,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2623","GETT17",2019-06-24,103,"GETT17 2019-06-24",30,1,1,0,0,0,0,0,1,0,10,266,0,0.1964818,1,1,1,1,1,1,0.5933219,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2624","GETT17",2019-06-25,104,"GETT17 2019-06-25",48,3,8,3,0,6,0,1,7,2,29,242,0,0.085711,0.0117333,1,1,0.0006621,1,0.6555692,0.003093,0.1216784,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2625","GETT17",2019-06-26,105,"GETT17 2019-06-26",58,2,1,1,0,2,1,0,3,0,27,170,0,0.0890478,1,1,1,0.1876528,0.061529,1,0.1499286,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2626","GETT17",2019-06-27,106,"GETT17 2019-06-27",47,2,2,2,0,2,1,1,13,3,28,136,0,0.4628289,1,1,1,0.1712388,0.1223956,0.5381382,2e-07,0.039139,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2627","GETT17",2019-06-28,107,"GETT17 2019-06-28",39,1,5,2,0,2,0,0,4,0,31,117,0,0.5677005,0.1449522,1,1,0.0837746,1,1,0.0158648,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2628","GETT17",2019-06-29,108,"GETT17 2019-06-29",80,0,0,5,0,1,1,0,1,0,26,159,0,1,1,1,1,0.1597901,0.0394109,1,0.2144457,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2629","GETT17",2019-06-30,109,"GETT17 2019-06-30",52,1,3,8,0,4,1,0,3,1,40,159,0,0.5930247,0.8966131,0.88234,1,0.0028358,0.1161511,1,0.0603294,0.298902,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2630","GETT17",2019-07-01,110,"GETT17 2019-07-01",53,2,8,4,0,1,2,1,6,3,37,192,0,0.1627224,0.0186595,1,1,0.6778657,0.0040722,0.535394,0.0043265,0.008809,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2631","GETT17",2019-07-02,111,"GETT17 2019-07-02",34,5,6,3,0,1,2,0,3,3,26,213,0,5.56e-05,0.0258915,1,1,0.9706054,0.0006997,1,0.5471451,0.0086194,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2632","GETT17",2019-07-03,112,"GETT17 2019-07-03",51,0,24,3,0,2,0,0,5,0,34,232,0,1,0,1,1,0.0178515,1,1,0.0004409,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2633","GETT17",2019-07-04,113,"GETT17 2019-07-04",25,1,5,3,0,0,0,0,0,0,18,102,0,0.0632896,0.0286064,1,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2634","GETT17",2019-07-05,114,"GETT17 2019-07-05",19,0,1,0,0,0,0,0,0,0,7,32,0,1,0.9892999,1,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2635","GETT17",2019-07-06,115,"GETT17 2019-07-06",9,0,9,0,0,0,0,0,0,0,5,55,4.2e-06,1,1e-07,1,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2636","GETT17",2019-07-07,116,"GETT17 2019-07-07",8,0,0,0,0,0,0,0,0,0,1,167,1e-07,1,1,1,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2637","GETT17",2019-07-08,117,"GETT17 2019-07-08",42,9,10,6,0,2,0,1,8,2,43,217,0,2e-07,0.0002661,1,1,0.8407659,1,0.5247138,0.0483783,0.2546796,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2638","GETT17",2019-07-09,118,"GETT17 2019-07-09",76,3,1,7,0,0,4,0,10,1,56,266,0,0.0917638,1,1,1,1,3e-07,1,2.39e-05,0.6667802,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2639","GETT17",2019-07-10,119,"GETT17 2019-07-10",102,2,4,6,0,0,2,0,5,2,32,265,0,0.1356283,1,1,1,1,0.0005441,1,0.0090964,0.0626871,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2640","GETT17",2019-07-11,120,"GETT17 2019-07-11",22,0,1,1,0,0,0,0,0,0,6,41,0,1,0.999308,1,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2641","GETT17",2019-07-12,121,"GETT17 2019-07-12",73,5,3,11,0,1,4,0,12,2,58,302,0,0.0039708,1,0.8329845,1,0.9582508,4e-07,1,3.58e-05,0.2535506,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2642","GETT17",2019-07-13,122,"GETT17 2019-07-13",95,9,3,9,0,6,1,1,19,1,72,320,0,5.22e-05,1,1,1,0.0193077,0.1870376,0.6523853,4e-07,0.9633002,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2643","GETT17",2019-07-14,123,"GETT17 2019-07-14",135,23,1,12,0,13,1,1,8,1,83,384,0,0,1,1,1,0.0009723,0.2893701,0.9412902,0.7249262,0.9863548,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2644","GETT17",2019-07-15,124,"GETT17 2019-07-15",99,15,3,8,0,3,5,1,11,2,69,358,0,0,1,1,1,0.8507897,1e-07,0.7187187,0.0395993,0.4508344,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2645","GETT17",2019-07-16,125,"GETT17 2019-07-16",73,7,6,14,0,0,2,2,4,3,48,214,0,1e-06,0.4295123,0.4674664,1,1,0.0074106,0.2495814,0.3747622,0.0154918,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2646","GETT17",2019-07-17,126,"GETT17 2019-07-17",24,1,2,1,0,0,0,0,0,0,8,75,0,0.0633069,0.7280526,1,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2647","GETT17",2019-07-18,127,"GETT17 2019-07-18",37,3,2,3,0,1,1,0,6,1,27,119,0,0.0274381,0.9562105,1,1,0.7853599,0.0345814,1,0.0108988,0.5261395,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
